Solidity,Eccentricity,EquivDiameter,Extrema,FilledArea,Extent,Orientation,EulerNumber,BoundingBox1,BoundingBox2,BoundingBox3,BoundingBox4,ConvexHull1,ConvexHull2,ConvexHull3,ConvexHull4,MajorAxisLength,MinorAxisLength,Perimeter,ConvexArea,Centroid1,Centroid2,Area,microorganism
0.486485342775808,0.352808026428484,0.209923376019239,0.154471544715447,0.0495669104504752,0.427419505209132,0.397008867442925,0.968445787176904,0.111746031746031,0.735500878734622,0.0858044164037854,0.106060606060606,0.141049968374446,0.141049968374446,0.122539682539682,0.113015873015873,0.0570685415276625,0.0737502539959765,0.0260780022420952,0.00783845833801736,0.144590932751387,0.764189811857662,0.0582319109277035,1
0.526240725936041,0.617741343447938,0.226263973855979,0.163227016885553,0.0467195628744905,0.527130132368075,0.0923594484114029,0.968781470292044,0.13015873015873,0.494727592267135,0.0681388012618296,0.121212121212121,0.137254901960784,0.137254901960784,0.13015873015873,0.13015873015873,0.0637616675115914,0.0661822094058216,0.0308576751255738,0.00822032749191353,0.15141125673893,0.523930497943624,0.0661463472982267,1
0.275985392527223,0.74971246788205,0.162078590048537,0.267667292057535,0.02119544246983,0.225697583427014,0.808976740092228,0.977173548170527,0.236825396825396,0.869947275922671,0.068769716088328,0.164141414141414,0.267552182163187,0.267552182163187,0.239999999999999,0.239365079365079,0.0737712953398979,0.0623340742067071,0.0474849668952932,0.00909068783964045,0.256177623557929,0.903579345641703,0.0378676873697955,1
0.410623013517516,0.828165912149761,0.186422429556552,0.289555972482801,0.0242512407250535,0.377932599164782,0.913243006262582,0.975159449479691,0.26095238095238,0.464850615114235,0.0574132492113564,0.143939393939393,0.261859582542694,0.261859582542694,0.262222222222222,0.26095238095238,0.0804849363359968,0.0563122541623683,0.0522724469559203,0.00763680361031498,0.279965726924784,0.496005387545978,0.0477059099109875,1
0.496481374099756,0.728569680655818,0.31866915935974,0.481550969355847,0.0884096987222416,0.407450313101293,0.431428004808629,0.952668680765357,0.385396825396825,0.487697715289982,0.137539432176656,0.149831649831649,0.392789373814041,0.392789373814041,0.389206349206349,0.388571428571428,0.10315512626095,0.0885945658529761,0.0324741809124601,0.0158472801528867,0.444158685648242,0.519704085002034,0.120092102508896,1
0.308855637407116,0.850006117704637,0.954171311209219,0.467166979362101,0.889946911603606,0.255696482715521,0.111073106546354,0.515609264853977,0.446984126984126,0.055360281195079,0.3596214511041,0.742424242424242,0.447817836812144,0.447817836812144,0.446984126984126,0.446984126984126,0.425877425234713,0.266928084789271,0.33731983669626,0.192621407155961,0.607159227498292,0.408306014559557,0.914177207619389,1
0.467591242378597,0.757849015049553,0.168505466663155,0.636022514071294,0.023333170712236,0.471808853930772,0.874706563289298,0.978180597515944,0.593650793650793,0.651142355008787,0.0536277602523659,0.101851851851851,0.605313092979127,0.605313092979127,0.605714285714285,0.594920634920634,0.0493108378652234,0.0424913818884093,0.044907758201991,0.00565734226022499,0.614373898624594,0.677630005027344,0.0403596383680711,1
0.668701327962467,0.830441698274807,0.180190989441162,0.752970606629143,0.0290278658642054,0.626946018822767,0.0,0.965088956025511,0.737142857142857,0.303163444639718,0.0378548895899053,0.115319865319865,0.75774826059456,0.75774826059456,0.739047619047619,0.737777777777777,0.0543409628066959,0.0387698748523213,0.0157255453041912,0.00435585801189299,0.751912368501186,0.333630428712197,0.0450843774608016,1
0.771509480789663,0.81901382601248,0.16288637474071,0.851782363977485,0.0204148612028934,0.788248371037213,0.0258658820147667,0.971131252098019,0.843809523809523,0.521968365553602,0.0315457413249211,0.0883838383838383,0.847564832384566,0.847564832384566,0.845714285714285,0.845079365079365,0.0436228097929764,0.0328382329951099,0.0130596568812161,0.00315404219219549,0.853732722669996,0.531569608890703,0.0381766892935817,1
0.441388830750262,0.841612626942371,0.38298854004839,0.142589118198874,0.0911328629148501,0.355437183958964,0.394123243975564,0.918764686136287,0.0526984126984126,0.436731107205623,0.196845425867507,0.17003367003367,0.064516129032258,0.064516129032258,0.0603174603174603,0.0533333333333333,0.144386124288296,0.0947292861473404,0.168006601160832,0.0247647071776334,0.137702347730054,0.500059526330422,0.166861038844532,1
